重复,袋外人数,存在方案,胜出组数,胜出切点,胜出推荐孕周,胜出开发平均孕周,袋外平均检测孕周,袋外总体达标概率,袋外政策组最低均值,袋外政策组最低保守下限,袋外审计层最低均值,袋外审计层最低保守下限,袋外均值安全,袋外保守下限安全,袋外政策组人数,袋外审计层人数,袋外政策组均值,袋外政策组保守下限,袋外审计层均值,袋外审计层保守下限
93,98,True,2,35.698449,18|23,18.580524344569287,18.56122448979592,0.9503244484649013,0.9483339312940173,0.9370942636444841,0.9337034651869545,0.9240848408022065,True,True,87|11,27|15|29|27,0.950576|0.948334,0.946236|0.937094,0.958932|0.962182|0.951652|0.933703,0.953344|0.955535|0.945843|0.924085
94,100,True,2,35.591373,18|24,18.674157303370787,18.84,0.9565914945285434,0.9556559595587631,0.9515236620768973,0.9508975923456272,0.9414696647054831,True,True,86|14,26|22|26|26,0.955656|0.962338,0.951524|0.955938,0.965285|0.958560|0.951927|0.950898,0.961602|0.951874|0.944368|0.941470
95,105,True,2,35.676651,18|23,18.636704119850187,18.476190476190474,0.9528300100660849,0.9496298973433539,0.938662435676809,0.9413982747927433,0.930900378302901,True,True,95|10,25|33|17|30,0.953167|0.949630,0.948658|0.938662,0.962079|0.957985|0.949396|0.941398,0.956724|0.952349|0.939476|0.930900
96,95,True,2,35.591373,18|23,18.655430711610485,18.473684210526315,0.9545372759497893,0.9503623562901955,0.9391443176100198,0.9460770208765056,0.934727527495885,True,True,86|9,20|28|28|19,0.954974|0.950362,0.950959|0.939144,0.961329|0.960031|0.949933|0.946077,0.955558|0.954451|0.942932|0.934728
97,99,True,2,36.741804,18|23,18.56179775280899,18.252525252525253,0.9478759394507538,0.9343362692698957,0.9177527694429725,0.9204948176216036,0.9118300500754527,True,True,94|5,23|27|25|24,0.948596|0.934336,0.944098|0.917753,0.965818|0.959626|0.944965|0.920495,0.962095|0.954727|0.936772|0.911830
98,98,True,2,35.733752,18|24,18.719101123595507,18.6734693877551,0.9547294195261075,0.9531822954037827,0.9490892540997431,0.9495967802053598,0.9403277073787236,True,True,87|11,24|16|32|26,0.953182|0.966966,0.949089|0.960457,0.959883|0.962524|0.951137|0.949597,0.955235|0.955007|0.944301|0.940328
99,99,True,2,36.113195,18|24,18.674157303370787,18.303030303030305,0.9501527359131022,0.9499616541369279,0.9336186128013785,0.9335583675641995,0.9224588054086396,True,True,94|5,25|15|34|25,0.949962|0.953745,0.945423|0.933619,0.963537|0.955738|0.950049|0.933558,0.959805|0.945211|0.943320|0.922459
100,91,True,2,35.256474,18|23,18.674157303370787,18.65934065934066,0.9526480244656303,0.9516877518509783,0.9471969118656967,0.943662393076195,0.9340708678488691,True,True,79|12,38|9|19|25,0.951688|0.958970,0.947197|0.950373,0.958372|0.963267|0.943662|0.946953,0.954620|0.958543|0.934071|0.936137
101,87,True,2,30.409143,18|19,18.696629213483146,18.735632183908045,0.9505929598501597,0.9460724850228739,0.9398734123678071,0.9305556591382826,0.9213182129050398,True,True,23|64,18|17|21|31,0.963172|0.946072,0.958871|0.939873,0.964502|0.963109|0.958118|0.930556,0.959297|0.956311|0.950567|0.921318
102,92,True,2,34.794155,18|22,18.734082397003746,18.391304347826086,0.954166174063707,0.9326414538167924,0.9145626036334698,0.9484828303801656,0.9359553030284932,True,True,83|9,24|25|26|17,0.956500|0.932641,0.952891|0.914563,0.957770|0.951438|0.957179|0.948483,0.952538|0.943807|0.950561|0.935955
103,95,True,2,35.503502,18|23,18.56179775280899,18.68421052631579,0.9536830622863423,0.94875569530208,0.9385678806954263,0.9444024070052,0.9354463571871634,True,True,82|13,33|13|22|27,0.954464|0.948756,0.950378|0.938568,0.960009|0.964114|0.944402|0.948491,0.955253|0.958472|0.935446|0.940250
104,102,True,2,35.503502,18|23,18.674157303370787,18.49019607843137,0.9549589123295119,0.9548571644345045,0.9433576302211475,0.9460505754364965,0.9363420899078153,True,True,92|10,19|39|18|26,0.954857|0.955895,0.951273|0.943358,0.957424|0.960533|0.953149|0.946051,0.951284|0.957042|0.945034|0.936342
105,97,True,2,35.676651,18|23,18.56179775280899,18.61855670103093,0.9532198090678009,0.9495958553539281,0.9406718633791651,0.9417770286792418,0.9308141209715665,True,True,85|12,26|26|23|22,0.953731|0.949596,0.949333|0.940672,0.958681|0.961477|0.948657|0.941777,0.953395|0.955687|0.940033|0.930814
106,96,True,1,,19,19.0,19.0,0.9574579546342882,0.9574579546342882,0.9530496945355772,0.9287852781664735,0.918850264722334,True,True,96,35|22|17|22,0.957458,0.953050,0.969726|0.966719|0.957321|0.928785,0.964743|0.961366|0.948633|0.918850
107,99,True,1,,19,19.0,19.0,0.9578591004202576,0.9578591004202576,0.9532119415302542,0.9235081123539369,0.9116943383466453,True,True,99,25|30|22|22,0.957859,0.953212,0.968786|0.971199|0.961602|0.923508,0.964186|0.967710|0.953796|0.911694
108,93,True,2,35.078934,18|23,18.617977528089888,18.86021505376344,0.9556676470021749,0.9550838967713875,0.9487720025638816,0.9488233872083095,0.938346938230042,True,True,77|16,24|24|19|26,0.955084|0.958477,0.950784|0.948772,0.961992|0.959456|0.952260|0.948823,0.956268|0.954238|0.944742|0.938347
109,92,True,2,35.258594,18|23,18.692883895131086,18.652173913043477,0.9559815096920035,0.9558480135554849,0.9442041889322877,0.9493447621395914,0.9394930962473429,True,True,80|12,23|25|20|24,0.955848|0.956871,0.952070|0.944204,0.963145|0.958111|0.953046|0.949345,0.958308|0.952731|0.945468|0.939493
110,93,True,2,35.656271,18|24,18.674157303370787,18.774193548387096,0.9557054787630688,0.9546404840084339,0.9506326020986876,0.9502633525087644,0.941604373262932,True,True,81|12,24|24|21|24,0.954640|0.962894,0.950633|0.956140,0.962479|0.956140|0.953687|0.950263,0.957814|0.950112|0.944765|0.941604
111,96,True,2,35.365688,18|23,18.580524344569287,18.833333333333332,0.9544798486079026,0.9542830036555141,0.946808413009692,0.9471842562422914,0.9372034364103696,True,True,80|16,17|25|24|30,0.954283|0.955464,0.949297|0.946808,0.964301|0.960336|0.950543|0.947184,0.958465|0.954718|0.941197|0.937203
112,98,True,2,35.467684,18|23,18.580524344569287,18.663265306122447,0.9548228372316796,0.9499663484143626,0.9391467542925311,0.9487058233747573,0.9392410571369505,True,True,85|13,18|23|25|32,0.955566|0.949966,0.951440|0.939147,0.958421|0.961094|0.954293|0.948706,0.952690|0.954428|0.949635|0.939241
113,104,True,2,35.733752,18|24,18.719101123595507,18.51923076923077,0.9515404503597943,0.9511010888296054,0.9453242961960038,0.9385550004633484,0.9277392276365061,True,True,95|9,23|23|32|26,0.951101|0.956178,0.946573|0.945324,0.963326|0.954065|0.951805|0.938555,0.957656|0.946438|0.944741|0.927739
114,98,True,1,,19,19.0,19.0,0.957990589487347,0.957990589487347,0.953386505551736,0.9225718433850196,0.9087254737105905,True,True,98,33|24|22|19,0.957991,0.953387,0.968575|0.970440|0.959122|0.922572,0.964765|0.965437|0.952198|0.908725
115,99,True,2,29.849670,17|19,18.61048689138577,18.555555555555557,0.9508046538719177,0.9458649837631105,0.9401127201301049,0.9263259004654941,0.9150543422094872,True,True,22|77,23|22|30|24,0.945865|0.952216,0.940113|0.946710,0.946782|0.971316|0.958430|0.926326,0.941082|0.967400|0.952436|0.915054
116,104,True,2,35.294055,18|23,18.749063670411985,18.625,0.9537953405224784,0.9531191492355608,0.9475686734527584,0.9478985551840995,0.9410862637346779,True,True,91|13,25|18|44|17,0.953119|0.958529,0.948929|0.947569,0.959523|0.958459|0.947899|0.955696,0.954209|0.951313|0.941086|0.944271
117,97,True,2,34.106468,18|22,18.973782771535582,18.8659793814433,0.9576204039171078,0.9575289378728953,0.9483673844969693,0.9491016571378842,0.9388656783851244,True,True,76|21,28|26|22|21,0.957529|0.957951,0.953886|0.948367,0.962302|0.959519|0.949102|0.957951,0.958627|0.955446|0.938866|0.948367
118,94,True,2,35.720654,18|24,18.674157303370787,18.574468085106382,0.9537624574681896,0.9525585337321009,0.9480080533631922,0.9444835431945876,0.9318797772140515,True,True,85|9,16|30|14|34,0.952559|0.965133,0.948008|0.957987,0.959227|0.964259|0.944484|0.945750,0.952214|0.960923|0.931880|0.937036
119,103,True,2,35.467684,18|23,18.730337078651687,18.58252427184466,0.9521253857875356,0.9506751744916597,0.9383037300289814,0.9470202676065743,0.9344268648071801,True,True,91|12,22|18|45|18,0.952317|0.950675,0.948135|0.938304,0.952941|0.960087|0.950584|0.947020,0.946942|0.952223|0.944441|0.934427
120,92,True,2,35.733752,18|24,18.674157303370787,18.456521739130434,0.9514054008268881,0.9504607097753514,0.9458777506098992,0.9438402046318658,0.9341171421884197,True,True,85|7,15|20|26|31,0.950461|0.962877,0.945878|0.953394,0.957933|0.957439|0.952018|0.943840,0.952562|0.949104|0.945510|0.934117
121,92,True,2,35.116515,18|23,18.617977528089888,18.815217391304348,0.9528209777958618,0.9525148677393955,0.945209203852113,0.941536717156447,0.9321442909015423,True,True,77|15,22|23|21|26,0.952515|0.954392,0.947862|0.945209,0.960987|0.962829|0.941537|0.946172,0.955400|0.957684|0.932144|0.936636
122,104,True,2,34.817975,18|22,18.44943820224719,18.807692307692307,0.9536193892807177,0.9464904316141365,0.9364858241824536,0.945325346741694,0.9365325631066559,True,True,83|21,22|29|24|29,0.955423|0.946490,0.951378|0.936486,0.961788|0.959570|0.948963|0.945325,0.956500|0.954107|0.940084|0.936533
123,99,True,2,34.440085,18|23,18.674157303370787,19.21212121212121,0.9601518071186327,0.9589582025290772,0.9554874925127456,0.9532692820956814,0.9458493151845215,True,True,75|24,20|28|23|28,0.958958|0.963882,0.955487|0.957561,0.961542|0.961541|0.953269|0.963423,0.954590|0.957150|0.945849|0.957640
124,98,True,1,,19,19.0,19.0,0.9603106323758861,0.9603106323758861,0.9560202031771362,0.9195625173079871,0.9020097164621722,True,True,98,36|16|33|13,0.960311,0.956020,0.969193|0.972159|0.960929|0.919563,0.965739|0.968891|0.955000|0.902010
125,102,True,2,35.689748,18|24,18.674157303370787,18.647058823529413,0.9544225340402481,0.9534071018738086,0.9489538952725934,0.9470992218101846,0.9358977643074459,True,True,91|11,30|23|26|23,0.953407|0.962823,0.948954|0.955251,0.961214|0.960907|0.947328|0.947099,0.956049|0.955773|0.937898|0.935898
126,101,True,2,35.365688,18|24,18.719101123595507,18.89108910891089,0.9553008459075885,0.9531618912220229,0.9488405885295295,0.9486567759430738,0.9415174592260789,True,True,86|15,23|24|27|27,0.953162|0.967564,0.948841|0.959986,0.959961|0.960778|0.948657|0.953106,0.954056|0.954837|0.941517|0.942705
127,97,True,2,34.920501,18|23,18.580524344569287,19.082474226804123,0.953638017610321,0.9531883065588308,0.9474061420107324,0.9458948466712267,0.9379987756226337,True,True,76|21,15|23|20|39,0.953188|0.955266,0.948634|0.947406,0.962095|0.959727|0.955392|0.945895,0.954421|0.953188|0.951331|0.937999
128,97,True,2,35.647570,18|24,18.674157303370787,18.61855670103093,0.9563333626979392,0.9552346367308512,0.9512772133470752,0.9521118271365999,0.9412662765392388,True,True,87|10,27|20|27|23,0.955235|0.965892,0.951277|0.959254,0.964761|0.952949|0.954009|0.952112,0.960244|0.946174|0.948005|0.941266
129,98,True,2,35.691574,18|23,18.655430711610485,18.408163265306122,0.9525345564032871,0.9465857748653798,0.9340090649343185,0.9303896660501834,0.9174257293462211,True,True,90|8,33|23|24|18,0.953063|0.946586,0.948455|0.934009,0.963253|0.961947|0.945385|0.930390,0.958918|0.956488|0.935820|0.917426
130,102,True,2,35.279930,18|23,18.617977528089888,18.88235294117647,0.9535074803564557,0.952374632919397,0.9481398124973147,0.9491149596065017,0.9411854526569738,True,True,84|18,19|19|34|30,0.952375|0.958794,0.948140|0.951150,0.957016|0.964316|0.949115|0.949418,0.951006|0.957745|0.942526|0.941185
131,100,True,2,35.188148,18|22,18.44943820224719,18.76,0.9533685319648205,0.9419985484725375,0.9313135992537331,0.9455978350797383,0.9376650738943592,True,True,81|19,24|21|21|34,0.956036|0.941999,0.952293|0.931314,0.959835|0.960601|0.951327|0.945598,0.955030|0.954153|0.943504|0.937665
132,90,True,2,35.611753,18|23,18.692883895131086,18.555555555555557,0.9534035455842064,0.9530616426552309,0.943549578858844,0.9457580350017031,0.9363320776309225,True,True,80|10,31|26|13|20,0.953062|0.956139,0.949194|0.943550,0.958615|0.955493|0.945758|0.947578,0.953355|0.949064|0.936332|0.937833
133,110,True,2,34.720990,18|23,18.93632958801498,18.636363636363637,0.955813716820538,0.9547981589024869,0.9509023376044826,0.9464997677103817,0.9344511488283676,True,True,96|14,23|34|32|21,0.954798|0.962778,0.950902|0.956161,0.960929|0.960404|0.953373|0.946500,0.954864|0.955517|0.947596|0.934451
134,110,True,1,,19,19.0,19.0,0.9588224698627884,0.9588224698627884,0.954255614209634,0.9180240335287707,0.9053822827298347,True,True,110,35|28|25|22,0.958822,0.954256,0.971377|0.969817|0.964835|0.918024,0.967984|0.965586|0.958594|0.905382
135,111,True,2,35.170717,18|23,18.59925093632959,18.765765765765767,0.952669094453251,0.9517188425993874,0.9472686016924877,0.9508807618813332,0.9426530872943601,True,True,94|17,17|27|27|40,0.951719|0.957923,0.947269|0.950171,0.957354|0.953149|0.951889|0.950881,0.952103|0.945044|0.945314|0.942653
136,105,True,1,,19,19.0,19.0,0.9587540943226569,0.9587540943226569,0.9544121047086448,0.9293647642241641,0.9162132803154581,True,True,105,36|15|31|23,0.958754,0.954412,0.969250|0.974071|0.960959|0.929365,0.966114|0.970913|0.955332|0.916213
137,93,True,2,35.279930,18|23,18.617977528089888,18.752688172043012,0.9544700503918745,0.9539499463591168,0.9488610487681305,0.949484741751199,0.9401519633848537,True,True,79|14,17|27|19|30,0.953950|0.957405,0.949552|0.948861,0.955181|0.960400|0.953279|0.949485,0.951057|0.955319|0.943967|0.940152
138,106,True,2,35.054024,18|23,18.655430711610485,18.80188679245283,0.9529812981331662,0.9511734185601652,0.9464737651785664,0.9439710430558649,0.9342274286544923,True,True,89|17,34|17|19|36,0.951173|0.962446,0.946474|0.953055,0.961264|0.963774|0.945576|0.943971,0.955842|0.958551|0.938032|0.934227
139,108,True,2,35.698449,18|24,18.741573033707866,18.5,0.9550629595410451,0.9547325305088752,0.9495189469725672,0.9406971721041797,0.9300023621199293,True,True,99|9,35|23|24|26,0.954733|0.958698,0.950640|0.949519,0.962923|0.955895|0.958367|0.940697,0.957770|0.949065|0.952616|0.930002
140,100,True,1,,19,19.0,19.0,0.955278293373174,0.955278293373174,0.9501969023331547,0.9183815243170076,0.9066377677252274,True,True,100,34|21|20|25,0.955278,0.950197,0.969596|0.967063|0.964686|0.918382,0.965602|0.961093|0.958123|0.906638
141,97,True,2,29.817274,17|19,18.59550561797753,18.690721649484537,0.9498878132254134,0.9373510668549306,0.9298781888629396,0.9249308611415594,0.9126950550137883,True,True,15|82,20|24|26|27,0.937351|0.952181,0.929878|0.946297,0.946950|0.966176|0.963029|0.924931,0.938507|0.960170|0.957243|0.912695
142,108,True,2,29.870399,17|19,18.580524344569287,18.537037037037038,0.951321900198205,0.9439203591999579,0.937787248994279,0.920306755171541,0.9042355728073989,True,True,25|83,26|21|40|21,0.943920|0.953551,0.937787|0.947439,0.945239|0.965619|0.964053|0.920307,0.938960|0.958163|0.959133|0.904236
143,98,True,2,35.620454,18|24,18.674157303370787,18.857142857142858,0.9510118394927921,0.9483851486453604,0.943678770133008,0.9458978099849285,0.9353404292946904,True,True,84|14,27|17|28|26,0.948385|0.966772,0.943679|0.958930,0.958707|0.954240|0.945898|0.946417,0.952430|0.945712|0.938521|0.935340
144,97,True,2,30.512075,17|19,18.54307116104869,18.175257731958762,0.9462732602874113,0.943878188004895,0.9378981323915926,0.9268842170351099,0.9149125588645218,True,True,40|57,40|25|12|20,0.943878|0.947954,0.937898|0.941653,0.943878|0.965019|0.947518|0.926884,0.937898|0.960097|0.937226|0.914913
145,103,True,2,35.689748,18|23,18.56179775280899,18.436893203883496,0.9522459654753143,0.9438987786334009,0.9310104241423754,0.9395233171393879,0.9280922412914829,True,True,94|9,30|27|22|24,0.953045|0.943899,0.948377|0.931010,0.958925|0.962669|0.944225|0.939523,0.953029|0.957488|0.933096|0.928092
146,101,True,2,34.544577,18|22,18.689138576779026,18.831683168316832,0.9539562203128212,0.94671269342436,0.9373805434321495,0.9465446556182795,0.9375488757405743,True,True,80|21,33|26|17|25,0.955858|0.946713,0.952175|0.937381,0.958456|0.958031|0.946545|0.948819,0.954113|0.951093|0.937549|0.940107
147,103,True,2,35.202273,18|23,18.692883895131086,18.825242718446603,0.9562671628786991,0.954791646946814,0.950508960104435,0.9522803697401464,0.9430461741954576,True,True,86|17,22|25|22|34,0.954792|0.963732,0.950509|0.955704,0.958677|0.962877|0.952508|0.952280,0.952935|0.958985|0.944575|0.943046
148,89,True,2,35.817449,18|24,18.674157303370787,18.60674157303371,0.9516878462172619,0.950503317548316,0.9455259372451456,0.9430950215422761,0.9323377630709484,True,True,80|9,21|20|19|29,0.950503|0.962217,0.945526|0.953389,0.958033|0.961629|0.947325|0.943095,0.951792|0.957198|0.937503|0.932338
149,98,True,2,35.853479,18|24,18.674157303370787,18.73469387755102,0.9509638957593566,0.9492587652886079,0.9442125488369002,0.9421055874032084,0.9315112925713859,True,True,86|12,22|15|29|32,0.949259|0.963184,0.944213|0.954762,0.957268|0.960074|0.951244|0.942106,0.951375|0.950775|0.943971|0.931511
150,98,True,2,35.817449,18|24,18.741573033707866,18.489795918367346,0.9540385248645653,0.9532644675691753,0.9489983648954776,0.9430754677158876,0.9298270709578192,True,True,90|8,28|27|27|16,0.953264|0.962747,0.948998|0.956149,0.963262|0.956089|0.948920|0.943075,0.959303|0.951017|0.939364|0.929827
151,93,True,2,36.044734,18|23,18.56179775280899,18.376344086021504,0.9498186355184559,0.943602378904796,0.9285993550609989,0.9393951563065107,0.9278363273922261,True,True,86|7,18|21|30|24,0.950325|0.943602,0.945496|0.928599,0.955885|0.959371|0.947831|0.939395,0.949358|0.952170|0.939681|0.927836
152,105,True,2,35.523881,18|24,18.719101123595507,18.914285714285715,0.9549184014353074,0.9530346336518523,0.94877592990275,0.9496394416737907,0.9393401916760034,True,True,89|16,29|23|25|28,0.953035|0.965397,0.948776|0.957155,0.957892|0.962034|0.950835|0.949639,0.952582|0.958480|0.941948|0.939340
153,95,True,2,35.467684,18|24,18.674157303370787,18.94736842105263,0.954710251051504,0.9522507384487323,0.9477956620339938,0.9465618721491761,0.9382590320783836,True,True,80|15,24|17|27|27,0.952251|0.967828,0.947796|0.963711,0.960676|0.958563|0.946562|0.955130,0.955582|0.949876|0.938259|0.947018
154,100,True,1,,19,19.0,19.0,0.9591684511809493,0.9591684511809493,0.9550493938835835,0.9344375020006648,0.9234503378429662,True,True,100,33|31|14|22,0.959168,0.955049,0.969265|0.968384|0.953826|0.934438,0.964431|0.964224|0.943963|0.923450
155,100,True,2,35.078934,18|23,18.56179775280899,18.7,0.9550496440468282,0.9540319431555946,0.9497325670222997,0.9485961234777273,0.9367071373342093,True,True,86|14,36|22|18|24,0.954032|0.961301,0.949733|0.952473,0.959990|0.956662|0.951803|0.948596,0.955509|0.949813|0.943662|0.936707
156,103,True,1,,19,19.0,19.0,0.9548801246287144,0.9548801246287144,0.9498852477291324,0.9276530811229152,0.9142224456052013,True,True,103,32|23|22|26,0.954880,0.949885,0.965441|0.970837|0.955013|0.927653,0.959993|0.966152|0.947418|0.914222
